src,dst,time
308,273,0.0
307,44,0.0
308,273,0.0
309,44,0.0
307,307,0.0
307,307,0.0
308,309,0.0
307,307,0.0
319,262,0.0
33,288,0.0
33,288,0.0
33,288,0.0
33,288,0.0
33,288,0.0
33,288,0.0
320,192,0.0
320,192,0.0
250,249,0.0
321,182,0.0
321,182,0.0
321,107,0.0
321,115,0.0
321,115,0.0
321,115,0.0
322,4,0.0
6,30,0.0
6,192,0.0
314,75,0.0
6,6,0.0
6,230,0.0
6,323,0.0
314,323,0.0
314,314,0.0
6,6,0.0
314,323,0.0
314,323,0.0
6,4,0.0
11,7,0.0
11,7,0.0
11,16,0.0
11,16,0.0
11,324,0.0
11,324,0.0
11,324,0.0
11,324,0.0
228,39,0.0
228,325,0.0
228,325,0.0
228,325,0.0
228,325,0.0
11,325,0.0
11,325,0.0
228,282,0.0
228,282,0.0
228,260,0.0
11,326,0.0
11,326,0.0
11,326,0.0
76,73,0.0
76,73,0.0
76,73,0.0
76,74,0.0
76,74,0.0
76,74,0.0
76,75,0.0
76,75,0.0
76,75,0.0
230,32,0.0
230,32,0.0
230,32,0.0
230,32,0.0
327,277,0.0
327,277,0.0
328,136,0.0
328,136,0.0
328,236,0.0
328,236,0.0
328,146,0.0
230,6,0.0
199,6,0.0
199,314,0.0
199,314,0.0
230,6,0.0
199,11,0.0
199,11,0.0
327,11,0.0
327,11,0.0
230,202,0.0
230,202,0.0
59,58,0.0
60,58,0.0
329,38,0.0
316,128,0.0
4,14,0.0
4,14,0.0
4,14,0.0
4,52,0.0
4,52,0.0
4,56,0.0
4,56,0.0
4,52,0.0
4,52,0.0
4,68,0.0
330,51,0.0
4,81,0.0
93,81,0.0
207,7,0.0
117,7,0.0
118,7,0.0
331,7,0.0
331,7,0.0
331,7,0.0
4,119,0.0
332,7,0.0
333,119,0.0
331,7,0.0
4,82,0.0
4,128,0.0
4,128,0.0
4,128,0.0
139,133,0.0
93,140,0.0
4,334,0.0
335,153,0.0
335,153,0.0
335,153,0.0
164,1,0.0
4,160,0.0
4,160,0.0
92,153,0.0
4,336,0.0
4,158,0.0
4,200,0.0
4,30,0.0
164,125,0.0
164,125,0.0
4,201,0.0
4,30,0.0
4,0,0.0
4,0,0.0
208,8,0.0
171,8,0.0
20,8,0.0
207,8,0.0
208,8,0.0
4,337,0.0
4,337,0.0
4,337,0.0
4,226,0.0
4,22,0.0
4,99,0.0
4,99,0.0
4,243,0.0
4,338,0.0
20,242,0.0
20,242,0.0
20,242,0.0
4,243,0.0
4,242,0.0
246,245,0.0
4,242,0.0
339,340,0.0
339,340,0.0
93,340,0.0
4,243,0.0
4,130,0.0
4,130,0.0
4,109,0.0
4,66,0.0
4,267,0.0
20,341,0.0
4,342,0.0
4,342,0.0
202,90,0.0
4,90,0.0
4,90,0.0
266,325,0.0
266,325,0.0
4,57,0.0
92,305,0.0
343,344,0.0
343,344,0.0
21,75,0.0
4,230,0.0
4,230,0.0
4,230,0.0
4,230,0.0
4,4,0.0
4,4,0.0
333,4,0.0
93,4,0.0
4,4,0.0
4,4,0.0
20,4,0.0
266,345,0.0
4,4,0.0
92,4,0.0
246,4,0.0
246,4,0.0
346,346,0.0
92,4,0.0
4,4,0.0
346,346,0.0
4,4,0.0
4,4,0.0
4,4,0.0
47,203,0.0
93,4,0.0
4,347,0.0
4,347,0.0
4,4,0.0
171,8,0.0
4,7,0.0
208,8,0.0
208,8,0.0
4,110,0.0
4,110,0.0
4,4,0.0
4,4,0.0
4,4,0.0
4,140,0.0
4,93,0.0
4,153,0.0
4,4,0.0
4,128,0.0
203,30,0.0
4,30,0.0
203,30,0.0
348,30,0.0
345,349,0.0
350,158,0.0
350,158,0.0
350,351,0.0
348,22,0.0
348,22,0.0
5,39,0.0
345,277,0.0
4,20,0.0
352,352,0.0
4,353,0.0
4,353,0.0
4,246,0.0
4,246,0.0
70,70,0.0
4,4,0.0
70,70,0.0
203,203,0.0
354,144,0.0
354,355,0.0
354,355,0.0
4,356,0.0
4,4,0.0
4,12,0.0
4,12,0.0
4,178,0.0
4,4,0.0
303,357,0.0
358,357,0.0
358,40,0.0
303,40,0.0
303,40,0.0
303,40,0.0
358,358,0.0
148,144,0.0
148,144,0.0
148,144,0.0
148,147,0.0
148,147,0.0
359,65,0.0
23,610,0.0
500,611,0.0
348,4,0.0
612,382,0.0
612,382,0.0
382,612,0.0
382,612,0.0
2,301,0.0
2,301,0.0
301,2,0.0
301,2,0.0
443,191,0.0
396,158,0.0
158,396,0.0
23,128,0.0
23,128,0.0
158,613,0.0
253,167,0.0
267,24,0.0
90,321,0.0
90,321,0.0
613,158,0.0
613,158,0.0
24,267,0.0
24,403,0.0
614,30,0.0
614,24,0.0
615,268,0.0
615,268,0.0
616,268,0.0
616,268,0.0
36,44,0.0
14,171,0.0
617,4,0.0
368,52,0.0
56,618,0.0
56,2,0.0
56,343,0.0
619,20,0.0
52,4,0.0
52,4,0.0
52,368,0.0
368,125,0.0
620,175,0.0
620,175,0.0
621,155,0.0
621,155,0.0
524,7,0.0
62,7,0.0
64,7,0.0
64,524,0.0
524,64,0.0
62,62,0.0
524,230,0.0
622,622,0.0
622,622,0.0
623,624,0.0
625,183,0.0
625,626,0.0
91,387,0.0
81,74,0.0
81,7,0.0
51,220,0.0
86,175,0.0
627,23,0.0
51,55,0.0
91,513,0.0
84,9,0.0
51,66,0.0
84,244,0.0
84,244,0.0
84,244,0.0
84,244,0.0
83,425,0.0
367,628,0.0
51,344,0.0
83,4,0.0
81,339,0.0
51,629,0.0
317,4,0.0
51,165,0.0
94,630,0.0
74,81,0.0
74,81,0.0
387,91,0.0
387,74,0.0
95,544,0.0
387,39,0.0
74,177,0.0
74,177,0.0
74,442,0.0
74,103,0.0
74,103,0.0
387,33,0.0
74,279,0.0
74,279,0.0
97,74,0.0
97,74,0.0
97,74,0.0
97,153,0.0
387,227,0.0
97,76,0.0
631,632,0.0
633,207,0.0
632,631,0.0
100,634,0.0
100,344,0.0
100,344,0.0
7,81,0.0
7,91,0.0
635,144,0.0
635,141,0.0
7,149,0.0
635,144,0.0
7,175,0.0
7,175,0.0
7,179,0.0
7,175,0.0
7,175,0.0
7,0,0.0
7,0,0.0
7,85,0.0
7,233,0.0
7,237,0.0
7,636,0.0
108,120,0.0
7,20,0.0
7,4,0.0
7,606,0.0
7,606,0.0
7,4,0.0
7,4,0.0
7,93,0.0
7,4,0.0
7,70,0.0
7,208,0.0
7,208,0.0
7,347,0.0
82,4,0.0
82,405,0.0
82,4,0.0
637,4,0.0
503,227,0.0
638,52,0.0
129,622,0.0
220,51,0.0
133,86,0.0
3,639,0.0
3,639,0.0
137,640,0.0
137,640,0.0
137,640,0.0
128,243,0.0
128,243,0.0
128,243,0.0
142,641,0.0
334,167,0.0
3,57,0.0
140,642,0.0
140,642,0.0
128,643,0.0
128,643,0.0
128,643,0.0
644,397,0.0
3,4,0.0
3,4,0.0
3,4,0.0
3,4,0.0
142,4,0.0
133,376,0.0
557,91,0.0
144,74,0.0
144,74,0.0
144,74,0.0
149,7,0.0
144,7,0.0
141,635,0.0
144,635,0.0
141,635,0.0
149,149,0.0
149,144,0.0
149,144,0.0
141,144,0.0
141,144,0.0
149,144,0.0
141,144,0.0
149,144,0.0
645,242,0.0
149,90,0.0
149,572,0.0
141,5,0.0
141,5,0.0
144,141,0.0
149,141,0.0
173,646,0.0
160,74,0.0
160,74,0.0
153,97,0.0
153,98,0.0
160,647,0.0
162,191,0.0
153,191,0.0
151,648,0.0
1,92,0.0
160,165,0.0
160,4,0.0
160,165,0.0
153,4,0.0
511,401,0.0
166,103,0.0
166,103,0.0
634,100,0.0
231,231,0.0
124,172,0.0
231,649,0.0
650,4,0.0
650,20,0.0
231,231,0.0
124,172,0.0
155,63,0.0
63,524,0.0
63,62,0.0
172,124,0.0
172,124,0.0
63,72,0.0
174,178,0.0
63,158,0.0
172,191,0.0
172,90,0.0
172,90,0.0
174,230,0.0
174,230,0.0
172,347,0.0
172,347,0.0
174,178,0.0
172,175,0.0
174,230,0.0
519,52,0.0
519,52,0.0
519,52,0.0
175,620,0.0
175,620,0.0
178,74,0.0
175,7,0.0
178,174,0.0
178,174,0.0
178,174,0.0
179,175,0.0
178,651,0.0
178,651,0.0
178,246,0.0
652,653,0.0
654,311,0.0
654,3,0.0
87,655,0.0
189,51,0.0
158,81,0.0
158,81,0.0
23,142,0.0
85,149,0.0
158,63,0.0
158,656,0.0
158,656,0.0
158,656,0.0
264,657,0.0
182,265,0.0
23,658,0.0
158,99,0.0
158,99,0.0
158,99,0.0
531,107,0.0
125,107,0.0
0,235,0.0
158,241,0.0
659,559,0.0
660,564,0.0
660,564,0.0
660,564,0.0
23,567,0.0
30,126,0.0
30,126,0.0
23,435,0.0
158,641,0.0
30,325,0.0
158,286,0.0
23,24,0.0
23,167,0.0
23,167,0.0
23,167,0.0
661,167,0.0
158,24,0.0
23,24,0.0
23,24,0.0
158,24,0.0
23,24,0.0
30,57,0.0
30,57,0.0
30,57,0.0
182,662,0.0
87,663,0.0
660,33,0.0
200,279,0.0
200,279,0.0
30,629,0.0
158,4,0.0
158,602,0.0
30,397,0.0
30,629,0.0
664,4,0.0
0,4,0.0
125,665,0.0
85,666,0.0
667,559,0.0
612,258,0.0
125,368,0.0
668,153,0.0
669,670,0.0
656,158,0.0
656,158,0.0
656,158,0.0
205,107,0.0
671,4,0.0
542,4,0.0
542,4,0.0
206,311,0.0
206,242,0.0
8,630,0.0
8,8,0.0
592,347,0.0
618,56,0.0
212,31,0.0
212,31,0.0
213,327,0.0
213,327,0.0
213,327,0.0
419,74,0.0
419,74,0.0
419,172,0.0
419,63,0.0
419,63,0.0
672,83,0.0
673,206,0.0
651,178,0.0
651,178,0.0
159,422,0.0
159,674,0.0
159,674,0.0
159,674,0.0
191,153,0.0
226,39,0.0
226,466,0.0
22,21,0.0
226,466,0.0
32,99,0.0
32,99,0.0
99,227,0.0
324,227,0.0
324,227,0.0
324,227,0.0
107,205,0.0
107,22,0.0
107,675,0.0
107,676,0.0
107,677,0.0
107,442,0.0
233,442,0.0
233,442,0.0
238,91,0.0
295,91,0.0
235,125,0.0
235,24,0.0
424,246,0.0
237,64,0.0
237,64,0.0
237,62,0.0
237,7,0.0
237,7,0.0
237,7,0.0
237,7,0.0
237,7,0.0
237,7,0.0
237,7,0.0
237,7,0.0
237,399,0.0
237,399,0.0
678,1,0.0
243,4,0.0
243,679,0.0
237,339,0.0
242,4,0.0
242,4,0.0
678,171,0.0
242,4,0.0
680,381,0.0
237,4,0.0
237,4,0.0
237,615,0.0
430,224,0.0
430,224,0.0
681,126,0.0
681,110,0.0
564,660,0.0
564,660,0.0
564,660,0.0
564,660,0.0
559,33,0.0
559,33,0.0
559,33,0.0
564,660,0.0
564,660,0.0
559,33,0.0
55,51,0.0
55,51,0.0
55,51,0.0
55,133,0.0
55,133,0.0
55,20,0.0
55,20,0.0
192,665,0.0
682,683,0.0
682,683,0.0
684,230,0.0
685,4,0.0
685,4,0.0
686,399,0.0
687,16,0.0
132,7,0.0
687,16,0.0
254,158,0.0
688,189,0.0
253,30,0.0
688,189,0.0
565,30,0.0
688,189,0.0
688,189,0.0
258,612,0.0
253,24,0.0
130,24,0.0
253,167,0.0
687,24,0.0
565,24,0.0
130,24,0.0
130,167,0.0
130,403,0.0
130,171,0.0
254,4,0.0
258,382,0.0
66,51,0.0
66,51,0.0
261,200,0.0
435,23,0.0
435,668,0.0
674,159,0.0
110,636,0.0
435,24,0.0
435,24,0.0
267,442,0.0
110,689,0.0
9,4,0.0
267,4,0.0
384,4,0.0
384,4,0.0
110,354,0.0
244,4,0.0
244,246,0.0
244,4,0.0
244,93,0.0
39,95,0.0
227,502,0.0
227,158,0.0
227,324,0.0
227,324,0.0
227,99,0.0
227,324,0.0
437,234,0.0
227,110,0.0
227,110,0.0
227,110,0.0
227,90,0.0
690,24,0.0
227,691,0.0
690,24,0.0
437,677,0.0
227,692,0.0
39,4,0.0
134,3,0.0
134,3,0.0
693,81,0.0
693,397,0.0
630,94,0.0
630,8,0.0
547,694,0.0
547,694,0.0
325,98,0.0
325,30,0.0
90,200,0.0
325,325,0.0
325,325,0.0
325,24,0.0
90,11,0.0
90,21,0.0
90,21,0.0
325,172,0.0
325,347,0.0
473,615,0.0
425,83,0.0
286,224,0.0
286,224,0.0
286,74,0.0
286,74,0.0
288,74,0.0
286,30,0.0
286,663,0.0
425,33,0.0
585,695,0.0
24,129,0.0
24,131,0.0
24,129,0.0
24,142,0.0
24,151,0.0
24,151,0.0
24,30,0.0
24,125,0.0
167,23,0.0
24,23,0.0
24,23,0.0
24,23,0.0
24,158,0.0
24,23,0.0
24,55,0.0
167,130,0.0
167,565,0.0
24,132,0.0
24,267,0.0
24,435,0.0
24,110,0.0
24,267,0.0
24,90,0.0
24,585,0.0
24,24,0.0
24,24,0.0
24,696,0.0
24,24,0.0
24,697,0.0
24,435,0.0
444,167,0.0
24,24,0.0
24,167,0.0
24,24,0.0
24,24,0.0
167,254,0.0
24,167,0.0
698,641,0.0
698,24,0.0
468,699,0.0
468,4,0.0
649,231,0.0
57,362,0.0
57,362,0.0
57,3,0.0
642,140,0.0
642,140,0.0
57,30,0.0
57,30,0.0
57,30,0.0
57,629,0.0
57,629,0.0
588,700,0.0
44,701,0.0
41,171,0.0
44,4,0.0
41,5,0.0
593,21,0.0
593,21,0.0
344,51,0.0
115,107,0.0
115,107,0.0
115,675,0.0
115,684,0.0
115,676,0.0
25,87,0.0
25,30,0.0
403,130,0.0
403,130,0.0
25,24,0.0
403,4,0.0
177,74,0.0
177,74,0.0
31,212,0.0
31,212,0.0
702,36,0.0
702,36,0.0
702,105,0.0
449,90,0.0
449,90,0.0
614,30,0.0
442,74,0.0
443,1,0.0
443,191,0.0
442,107,0.0
442,233,0.0
442,233,0.0
442,267,0.0
703,621,0.0
169,4,0.0
307,200,0.0
663,87,0.0
663,286,0.0
33,175,0.0
33,559,0.0
33,559,0.0
33,559,0.0
33,559,0.0
33,76,0.0
33,203,0.0
704,234,0.0
250,705,0.0
250,705,0.0
321,608,0.0
321,608,0.0
314,449,0.0
314,449,0.0
314,449,0.0
6,6,0.0
6,6,0.0
299,4,0.0
299,706,0.0
11,640,0.0
11,640,0.0
11,90,0.0
599,449,0.0
563,11,0.0
11,563,0.0
76,97,0.0
76,33,0.0
76,707,0.0
707,76,0.0
230,524,0.0
230,524,0.0
230,107,0.0
230,126,0.0
708,709,0.0
708,75,0.0
316,75,0.0
316,75,0.0
316,75,0.0
710,711,0.0
4,617,0.0
4,390,0.0
20,619,0.0
4,52,0.0
343,56,0.0
343,56,0.0
343,56,0.0
629,51,0.0
4,81,0.0
4,74,0.0
4,74,0.0
4,95,0.0
4,95,0.0
4,712,0.0
4,633,0.0
4,633,0.0
4,7,0.0
4,7,0.0
4,713,0.0
4,183,0.0
4,183,0.0
714,7,0.0
120,108,0.0
20,7,0.0
4,7,0.0
606,7,0.0
606,7,0.0
4,119,0.0
15,13,0.0
4,119,0.0
4,183,0.0
454,183,0.0
4,16,0.0
4,82,0.0
93,395,0.0
4,82,0.0
4,82,0.0
4,128,0.0
4,128,0.0
4,128,0.0
4,128,0.0
397,644,0.0
4,1,0.0
4,160,0.0
4,160,0.0
165,160,0.0
4,650,0.0
20,650,0.0
246,178,0.0
715,87,0.0
629,30,0.0
397,30,0.0
4,158,0.0
602,158,0.0
629,30,0.0
4,88,0.0
4,191,0.0
21,22,0.0
21,99,0.0
21,99,0.0
246,424,0.0
246,424,0.0
689,340,0.0
4,242,0.0
339,237,0.0
4,242,0.0
4,243,0.0
4,430,0.0
20,55,0.0
20,55,0.0
665,192,0.0
665,192,0.0
4,55,0.0
4,109,0.0
716,109,0.0
4,267,0.0
4,9,0.0
4,244,0.0
4,244,0.0
246,244,0.0
692,227,0.0
4,39,0.0
500,39,0.0
397,693,0.0
4,717,0.0
4,717,0.0
4,325,0.0
