src,dst,time
12.0,1020.0,60023.0
14.0,1027.0,60663.0
4.0,1032.0,61203.0
14.0,1028.0,61233.0
14.0,1027.0,61711.0
8.0,1033.0,62015.0
4.0,1034.0,62083.0
14.0,1028.0,62430.0
14.0,1028.0,63443.0
16.0,1035.0,63902.0
14.0,1027.0,64037.0
1.0,1022.0,64288.0
1.0,1023.0,64468.0
1.0,1025.0,64651.0
14.0,1027.0,64672.0
1.0,1019.0,64864.0
1.0,1020.0,65073.0
14.0,1028.0,65367.0
4.0,1036.0,65553.0
17.0,1037.0,66837.0
8.0,1038.0,67089.0
16.0,1039.0,67117.0
13.0,1040.0,68451.0
15.0,1041.0,68592.0
8.0,1042.0,76161.0
18.0,1043.0,77017.0
18.0,1044.0,77281.0
5.0,1045.0,78379.0
8.0,1033.0,78381.0
0.0,1046.0,79749.0
0.0,1047.0,80017.0
18.0,1020.0,80139.0
18.0,1048.0,82076.0
4.0,1015.0,82281.0
18.0,1020.0,88272.0
2.0,1049.0,90483.0
18.0,1050.0,90703.0
14.0,1051.0,91374.0
14.0,1047.0,92479.0
14.0,1046.0,92748.0
14.0,1051.0,93892.0
14.0,1052.0,94627.0
14.0,1052.0,95640.0
14.0,1047.0,97480.0
14.0,1046.0,99599.0
14.0,1051.0,99863.0
14.0,1053.0,102526.0
14.0,1053.0,102939.0
4.0,1036.0,106521.0
14.0,1054.0,106911.0
14.0,1055.0,107199.0
14.0,1056.0,107466.0
4.0,1035.0,111068.0
4.0,1057.0,116060.0
4.0,1058.0,116780.0
17.0,1059.0,120509.0
4.0,1060.0,122573.0
12.0,1004.0,123099.0
4.0,991.0,123954.0
7.0,1061.0,124119.0
7.0,1062.0,124318.0
7.0,1063.0,124727.0
7.0,1064.0,124957.0
12.0,1065.0,127754.0
4.0,997.0,130180.0
12.0,1065.0,130837.0
12.0,1066.0,131607.0
10.0,1067.0,132486.0
11.0,1068.0,133142.0
11.0,1069.0,133354.0
4.0,1023.0,133531.0
19.0,1070.0,133534.0
10.0,1071.0,136220.0
20.0,1072.0,138868.0
12.0,1073.0,144718.0
16.0,1074.0,146070.0
21.0,1003.0,146871.0
3.0,1075.0,147203.0
3.0,1076.0,147729.0
20.0,1077.0,147855.0
20.0,1078.0,148113.0
12.0,1079.0,148151.0
20.0,1080.0,148372.0
11.0,1081.0,148693.0
20.0,1082.0,148730.0
20.0,1083.0,148996.0
9.0,1084.0,149068.0
20.0,1044.0,149819.0
3.0,1085.0,150027.0
21.0,1086.0,150570.0
20.0,1087.0,150738.0
21.0,1088.0,150800.0
9.0,1089.0,150986.0
9.0,1018.0,151169.0
22.0,1090.0,153230.0
16.0,1091.0,153236.0
21.0,985.0,154163.0
8.0,1026.0,155127.0
3.0,1092.0,156377.0
23.0,1035.0,157255.0
8.0,1093.0,158024.0
21.0,1088.0,158965.0
23.0,1094.0,159365.0
21.0,984.0,159466.0
21.0,1095.0,159886.0
23.0,1096.0,160584.0
8.0,1097.0,160622.0
23.0,1098.0,161856.0
3.0,1099.0,162144.0
3.0,1064.0,162704.0
3.0,1100.0,162913.0
8.0,1033.0,163534.0
23.0,1101.0,164307.0
8.0,1102.0,167180.0
3.0,1103.0,169167.0
3.0,1104.0,169817.0
8.0,1099.0,170227.0
3.0,1069.0,170597.0
8.0,1038.0,172574.0
20.0,1024.0,175130.0
23.0,1105.0,175463.0
20.0,1106.0,175686.0
15.0,1107.0,176380.0
20.0,1108.0,176397.0
15.0,1109.0,176702.0
15.0,1110.0,177261.0
3.0,1004.0,177453.0
15.0,1111.0,177787.0
1.0,1017.0,178572.0
23.0,1101.0,180876.0
23.0,1112.0,183020.0
23.0,1113.0,184210.0
24.0,1114.0,184825.0
23.0,1083.0,189528.0
23.0,1115.0,189784.0
25.0,1116.0,195934.0
4.0,1117.0,198987.0
13.0,1118.0,199587.0
0.0,1032.0,199699.0
1.0,1119.0,200904.0
1.0,1120.0,201119.0
14.0,1032.0,201757.0
23.0,1121.0,204786.0
26.0,1024.0,206914.0
26.0,1122.0,207164.0
26.0,1118.0,207414.0
26.0,1108.0,207695.0
26.0,1123.0,207985.0
26.0,1124.0,208216.0
4.0,1059.0,209364.0
12.0,1114.0,212479.0
4.0,1000.0,212939.0
26.0,1125.0,213238.0
12.0,1126.0,213411.0
26.0,1127.0,213549.0
26.0,1128.0,213850.0
26.0,1129.0,214140.0
19.0,1056.0,214725.0
19.0,1106.0,215342.0
12.0,1130.0,215385.0
19.0,1054.0,215946.0
9.0,1131.0,216535.0
11.0,1132.0,217108.0
9.0,1133.0,218035.0
27.0,1134.0,218263.0
19.0,1135.0,220699.0
4.0,990.0,221334.0
19.0,1082.0,222683.0
19.0,1077.0,222930.0
19.0,1087.0,223200.0
19.0,1136.0,223436.0
19.0,1055.0,224913.0
19.0,1137.0,226002.0
17.0,1037.0,227787.0
17.0,1138.0,228746.0
1.0,1105.0,229048.0
1.0,1105.0,229501.0
9.0,987.0,230181.0
1.0,1105.0,231219.0
1.0,1119.0,231671.0
1.0,1027.0,232067.0
1.0,1105.0,234147.0
27.0,1049.0,236926.0
4.0,1020.0,238950.0
27.0,1139.0,239031.0
25.0,1140.0,242155.0
7.0,1141.0,242166.0
25.0,1140.0,242375.0
3.0,1142.0,242401.0
8.0,1143.0,242673.0
7.0,1012.0,242927.0
21.0,993.0,243266.0
21.0,981.0,243765.0
24.0,1020.0,243837.0
21.0,1144.0,244012.0
22.0,1003.0,244133.0
11.0,1097.0,244149.0
7.0,1145.0,246106.0
4.0,1146.0,246391.0
8.0,1147.0,246826.0
8.0,1010.0,247108.0
20.0,1148.0,247573.0
7.0,1149.0,249120.0
20.0,1069.0,251973.0
20.0,1069.0,252167.0
22.0,1007.0,252586.0
20.0,1069.0,252740.0
20.0,1069.0,253212.0
2.0,1150.0,253600.0
2.0,983.0,253877.0
17.0,1059.0,253962.0
8.0,1151.0,255384.0
22.0,1152.0,256316.0
15.0,1121.0,258692.0
15.0,1121.0,259673.0
8.0,1097.0,260143.0
8.0,1038.0,260756.0
20.0,1087.0,261837.0
8.0,1153.0,262148.0
1.0,1105.0,262523.0
1.0,1119.0,262710.0
1.0,1027.0,263101.0
23.0,1154.0,263151.0
1.0,1155.0,263583.0
8.0,1097.0,263659.0
2.0,1156.0,271709.0
15.0,1157.0,272153.0
1.0,1119.0,276027.0
1.0,1155.0,276505.0
4.0,1158.0,279464.0
4.0,1005.0,280723.0
4.0,1036.0,281607.0
1.0,1159.0,283098.0
1.0,1159.0,283432.0
1.0,1159.0,283853.0
14.0,1032.0,286946.0
14.0,1032.0,287743.0
7.0,1160.0,293533.0
10.0,1071.0,294311.0
27.0,1049.0,294474.0
28.0,1161.0,294562.0
10.0,1162.0,296816.0
10.0,1163.0,300775.0
10.0,1071.0,301276.0
10.0,1164.0,302089.0
10.0,1067.0,303944.0
3.0,1165.0,304107.0
14.0,1043.0,304488.0
10.0,1164.0,304535.0
4.0,1166.0,305142.0
3.0,1167.0,305285.0
3.0,1017.0,306811.0
14.0,1105.0,307042.0
3.0,992.0,307128.0
14.0,1032.0,308020.0
3.0,980.0,308152.0
3.0,1139.0,308784.0
14.0,1032.0,308807.0
11.0,1168.0,309277.0
10.0,1071.0,309647.0
19.0,1080.0,310306.0
19.0,1082.0,310553.0
19.0,1077.0,311189.0
1.0,1027.0,311228.0
19.0,1087.0,311459.0
10.0,1162.0,311512.0
1.0,1155.0,311713.0
1.0,1159.0,313098.0
1.0,1155.0,313697.0
1.0,1105.0,314030.0
1.0,1119.0,314204.0
19.0,1078.0,314494.0
1.0,1027.0,314591.0
7.0,1169.0,314711.0
19.0,1008.0,314715.0
1.0,1159.0,314845.0
9.0,1170.0,314925.0
4.0,1069.0,315003.0
1.0,1155.0,315461.0
1.0,1137.0,316506.0
9.0,1147.0,317104.0
9.0,1171.0,317398.0
1.0,1105.0,318191.0
1.0,1119.0,318374.0
11.0,1172.0,318717.0
1.0,1027.0,318836.0
1.0,1159.0,319089.0
9.0,992.0,319542.0
1.0,1155.0,319719.0
20.0,994.0,320438.0
1.0,1137.0,320801.0
16.0,1169.0,321569.0
21.0,1144.0,321571.0
10.0,1130.0,321893.0
21.0,985.0,322948.0
4.0,1173.0,323091.0
21.0,1003.0,323162.0
1.0,1159.0,323298.0
1.0,1155.0,323903.0
21.0,987.0,324654.0
1.0,1137.0,324962.0
4.0,1174.0,325757.0
21.0,1088.0,326078.0
1.0,1105.0,326310.0
1.0,1119.0,326474.0
23.0,1101.0,326606.0
1.0,1027.0,326881.0
1.0,1159.0,327135.0
7.0,1175.0,327352.0
1.0,1155.0,327739.0
16.0,1176.0,328768.0
1.0,1137.0,328792.0
8.0,1071.0,329677.0
20.0,1177.0,330920.0
21.0,981.0,330958.0
17.0,1037.0,331002.0
8.0,1097.0,331496.0
8.0,1178.0,332260.0
8.0,1179.0,332628.0
20.0,1023.0,332674.0
21.0,1180.0,332877.0
20.0,1181.0,333300.0
21.0,1142.0,333341.0
8.0,1182.0,333497.0
21.0,1183.0,333576.0
21.0,982.0,333789.0
24.0,1184.0,336264.0
20.0,1185.0,336285.0
23.0,1186.0,337341.0
18.0,1187.0,338711.0
27.0,1188.0,340376.0
27.0,1188.0,340606.0
27.0,1188.0,340846.0
17.0,1189.0,340996.0
27.0,1188.0,341076.0
27.0,1190.0,341196.0
27.0,1190.0,341406.0
27.0,1190.0,341636.0
27.0,1190.0,341856.0
27.0,1190.0,342066.0
8.0,1143.0,342080.0
27.0,1190.0,342286.0
27.0,1190.0,342496.0
20.0,1191.0,342594.0
27.0,1190.0,342716.0
4.0,1019.0,342853.0
27.0,1190.0,342936.0
18.0,1192.0,343114.0
27.0,1190.0,343146.0
27.0,1190.0,343366.0
27.0,1190.0,343476.0
27.0,1188.0,343696.0
18.0,1019.0,343743.0
27.0,1193.0,343946.0
27.0,1190.0,344166.0
18.0,1126.0,344395.0
27.0,1188.0,344396.0
18.0,1018.0,344599.0
27.0,1193.0,344636.0
27.0,1190.0,344856.0
27.0,1188.0,345086.0
27.0,1193.0,345326.0
27.0,1190.0,345556.0
27.0,1188.0,345776.0
27.0,1193.0,346026.0
27.0,1190.0,346246.0
27.0,1188.0,346476.0
27.0,1193.0,346716.0
27.0,1190.0,346936.0
27.0,1188.0,347167.0
27.0,1193.0,347407.0
27.0,1190.0,347637.0
17.0,988.0,348687.0
27.0,1194.0,350197.0
27.0,1195.0,352127.0
14.0,980.0,352847.0
14.0,1032.0,354863.0
1.0,1105.0,355981.0
4.0,1196.0,356072.0
1.0,1119.0,356168.0
3.0,1197.0,356423.0
1.0,1137.0,356533.0
1.0,1105.0,356980.0
2.0,1198.0,357055.0
3.0,1103.0,357295.0
2.0,1001.0,357581.0
1.0,1155.0,357688.0
3.0,1095.0,357792.0
1.0,1137.0,358741.0
3.0,1020.0,358799.0
4.0,1199.0,359556.0
3.0,1200.0,359675.0
1.0,1027.0,360180.0
1.0,1159.0,360434.0
1.0,1159.0,360604.0
1.0,1159.0,360766.0
1.0,1155.0,361528.0
1.0,1137.0,362578.0
3.0,993.0,363253.0
1.0,1137.0,363755.0
3.0,1201.0,364511.0
3.0,1176.0,365260.0
3.0,1202.0,370065.0
3.0,1003.0,370296.0
3.0,1203.0,371119.0
3.0,1204.0,371865.0
10.0,1013.0,374055.0
1.0,1105.0,375929.0
1.0,1119.0,376122.0
29.0,1205.0,376249.0
1.0,1027.0,376495.0
1.0,1159.0,376750.0
1.0,1137.0,376998.0
29.0,1205.0,377851.0
9.0,1114.0,386220.0
9.0,1052.0,387133.0
9.0,1030.0,387401.0
27.0,1049.0,388421.0
7.0,1004.0,392539.0
10.0,1206.0,393983.0
19.0,1207.0,394457.0
3.0,1208.0,395751.0
14.0,1043.0,395882.0
14.0,1030.0,396145.0
3.0,1038.0,396172.0
29.0,1205.0,396574.0
1.0,1159.0,396979.0
19.0,1201.0,398060.0
29.0,1205.0,398075.0
19.0,1209.0,398315.0
19.0,1096.0,398561.0
19.0,1210.0,398749.0
19.0,1011.0,398937.0
19.0,1211.0,399215.0
29.0,1205.0,399597.0
19.0,1041.0,399782.0
19.0,1126.0,400024.0
10.0,1013.0,400027.0
9.0,1103.0,400054.0
19.0,1212.0,400327.0
20.0,1213.0,400427.0
19.0,1214.0,400650.0
14.0,1048.0,400894.0
19.0,1215.0,400943.0
20.0,1216.0,401493.0
14.0,1217.0,401607.0
17.0,1037.0,402486.0
1.0,1159.0,404775.0
9.0,999.0,405655.0
4.0,1218.0,407133.0
8.0,1038.0,407659.0
8.0,1026.0,409297.0
30.0,1040.0,409560.0
8.0,1042.0,409854.0
27.0,1190.0,412014.0
27.0,1188.0,412244.0
27.0,1195.0,412464.0
27.0,1193.0,412704.0
27.0,1194.0,412914.0
27.0,1190.0,413324.0
27.0,1188.0,413555.0
1.0,1105.0,413555.0
27.0,1195.0,413775.0
27.0,1193.0,414015.0
31.0,1219.0,415765.0
1.0,1219.0,416601.0
1.0,1220.0,416947.0
1.0,1221.0,417762.0
1.0,1222.0,418063.0
21.0,985.0,419397.0
21.0,982.0,420872.0
28.0,1038.0,420936.0
8.0,1164.0,422777.0
27.0,1190.0,423525.0
1.0,1105.0,423571.0
8.0,1223.0,426001.0
1.0,1105.0,426318.0
4.0,1117.0,426550.0
17.0,1037.0,428011.0
1.0,1105.0,428493.0
8.0,1224.0,429449.0
1.0,1219.0,431692.0
1.0,1220.0,432037.0
8.0,1225.0,432835.0
1.0,1221.0,432850.0
4.0,1208.0,432891.0
1.0,1222.0,433152.0
8.0,1151.0,433416.0
20.0,1226.0,434461.0
17.0,1138.0,434581.0
4.0,997.0,435382.0
1.0,1219.0,437718.0
15.0,1227.0,437742.0
1.0,1220.0,438064.0
1.0,1221.0,438876.0
20.0,1228.0,438952.0
1.0,1222.0,439177.0
20.0,1076.0,439207.0
4.0,1229.0,439826.0
17.0,1138.0,440692.0
14.0,980.0,443981.0
14.0,1230.0,445257.0
14.0,1055.0,447072.0
14.0,1095.0,447283.0
19.0,1135.0,451366.0
5.0,1231.0,452543.0
19.0,1055.0,453181.0
19.0,1083.0,453868.0
14.0,1026.0,454781.0
14.0,1232.0,456098.0
1.0,1105.0,461575.0
1.0,1219.0,464660.0
1.0,1220.0,465005.0
21.0,1143.0,468272.0
29.0,1171.0,469075.0
29.0,1233.0,470528.0
4.0,1022.0,471955.0
21.0,1234.0,472028.0
21.0,1086.0,472255.0
28.0,1235.0,474626.0
21.0,1003.0,476045.0
21.0,993.0,476311.0
4.0,1058.0,477034.0
21.0,1143.0,477037.0
21.0,993.0,477891.0
22.0,1236.0,481779.0
8.0,1237.0,482235.0
21.0,993.0,482508.0
8.0,1224.0,483367.0
20.0,985.0,483549.0
20.0,1193.0,483774.0
20.0,1102.0,484077.0
20.0,996.0,484375.0
20.0,1238.0,484858.0
20.0,1188.0,485418.0
4.0,1039.0,490596.0
7.0,1049.0,491193.0
13.0,1176.0,491467.0
20.0,1239.0,492355.0
8.0,1153.0,492634.0
20.0,1240.0,493052.0
4.0,1112.0,494116.0
20.0,1241.0,494681.0
20.0,1185.0,495305.0
8.0,1010.0,496147.0
1.0,1137.0,496511.0
20.0,1209.0,496628.0
8.0,997.0,497395.0
1.0,1119.0,497825.0
1.0,1027.0,498118.0
1.0,1159.0,498374.0
1.0,1155.0,498848.0
22.0,1192.0,499725.0
18.0,1018.0,499861.0
1.0,1119.0,499948.0
18.0,1018.0,499967.0
1.0,1027.0,500339.0
1.0,1159.0,500594.0
1.0,1155.0,501200.0
1.0,1105.0,501412.0
1.0,1119.0,501598.0
1.0,1027.0,501989.0
1.0,1159.0,502244.0
1.0,1155.0,502849.0
1.0,1137.0,503896.0
18.0,1242.0,507798.0
15.0,1243.0,512807.0
8.0,1130.0,516535.0
18.0,1027.0,517201.0
15.0,1115.0,519057.0
17.0,1138.0,520868.0
27.0,1190.0,521690.0
27.0,1195.0,521920.0
27.0,1193.0,522160.0
27.0,1194.0,522370.0
27.0,1190.0,522790.0
27.0,1188.0,523010.0
18.0,1060.0,524554.0
22.0,1152.0,525087.0
18.0,1244.0,527547.0
2.0,1049.0,528746.0
32.0,1003.0,530107.0
32.0,1245.0,531414.0
4.0,1246.0,531492.0
1.0,992.0,539768.0
1.0,1000.0,540133.0
1.0,1119.0,540667.0
1.0,984.0,540921.0
7.0,1004.0,556026.0
7.0,1247.0,556395.0
7.0,1149.0,557922.0
27.0,1248.0,558223.0
33.0,1249.0,566267.0
33.0,1249.0,567649.0
8.0,1036.0,569600.0
34.0,1244.0,573075.0
20.0,1250.0,573315.0
20.0,1090.0,573958.0
13.0,1251.0,574798.0
33.0,1249.0,574798.0
8.0,1012.0,574982.0
33.0,1249.0,576688.0
4.0,1174.0,576749.0
17.0,1138.0,580321.0
21.0,993.0,583058.0
21.0,1252.0,584007.0
21.0,982.0,584834.0
17.0,1138.0,585123.0
15.0,1242.0,585364.0
17.0,1059.0,586870.0
15.0,1253.0,586877.0
15.0,1254.0,588338.0
4.0,1025.0,589801.0
8.0,1038.0,591708.0
7.0,1049.0,592816.0
34.0,1244.0,593613.0
8.0,1154.0,593792.0
7.0,1255.0,594217.0
7.0,1047.0,595818.0
22.0,1090.0,595938.0
15.0,1012.0,596285.0
15.0,1026.0,596522.0
22.0,1119.0,598305.0
17.0,1037.0,598922.0
17.0,1059.0,600105.0
33.0,1249.0,601007.0
8.0,1099.0,601272.0
8.0,1256.0,602001.0
1.0,1119.0,602443.0
14.0,1046.0,602633.0
17.0,988.0,603089.0
0.0,1257.0,603361.0
17.0,1138.0,607285.0
32.0,1258.0,610739.0
32.0,1143.0,612339.0
32.0,1037.0,615071.0
32.0,1259.0,620368.0
4.0,1260.0,624442.0
32.0,1259.0,625331.0
0.0,1167.0,626415.0
0.0,1243.0,626651.0
0.0,1261.0,626881.0
0.0,1152.0,627068.0
0.0,1262.0,627262.0
0.0,1263.0,627629.0
0.0,1135.0,628004.0
0.0,1030.0,628274.0
0.0,1048.0,628534.0
0.0,1264.0,628773.0
0.0,1265.0,629033.0
0.0,1005.0,629694.0
0.0,1008.0,630024.0
0.0,1007.0,630450.0
29.0,1266.0,631894.0
29.0,1266.0,635188.0
7.0,1267.0,636562.0
13.0,1268.0,639412.0
12.0,980.0,643509.0
12.0,1086.0,643750.0
12.0,1055.0,643970.0
12.0,1095.0,644191.0
12.0,1056.0,644442.0
12.0,1253.0,644683.0
12.0,1245.0,644913.0
12.0,1269.0,645454.0
12.0,1270.0,645734.0
12.0,1126.0,646596.0
4.0,1032.0,647055.0
11.0,1081.0,651304.0
4.0,991.0,652696.0
12.0,1197.0,653216.0
1.0,1159.0,657569.0
1.0,1155.0,658177.0
11.0,1097.0,658514.0
1.0,1137.0,659229.0
12.0,1041.0,659311.0
2.0,1271.0,660382.0
9.0,1132.0,660412.0
12.0,1272.0,661024.0
16.0,1273.0,661248.0
1.0,1119.0,662156.0
8.0,1225.0,662317.0
1.0,1027.0,662549.0
1.0,1159.0,662804.0
1.0,1155.0,663410.0
2.0,1274.0,663466.0
1.0,1137.0,664459.0
12.0,1275.0,664500.0
17.0,1037.0,664672.0
4.0,1057.0,665768.0
9.0,1276.0,668585.0
14.0,980.0,668642.0
9.0,1218.0,668867.0
34.0,1244.0,669664.0
4.0,1277.0,670459.0
14.0,1032.0,670905.0
14.0,1032.0,671702.0
28.0,1278.0,672194.0
3.0,1279.0,672491.0
3.0,987.0,672875.0
4.0,1280.0,675269.0
15.0,1242.0,676966.0
10.0,1013.0,677594.0
7.0,1190.0,678509.0
8.0,1050.0,679894.0
1.0,1105.0,680421.0
1.0,1137.0,680746.0
27.0,1195.0,681163.0
1.0,1155.0,681320.0
27.0,1193.0,681404.0
27.0,1194.0,681614.0
4.0,1016.0,681920.0
27.0,1190.0,682034.0
20.0,1112.0,682254.0
27.0,1188.0,682254.0
1.0,1137.0,682369.0
1.0,1137.0,683031.0
1.0,1137.0,684835.0
1.0,1230.0,685774.0
1.0,989.0,686612.0
22.0,1152.0,687292.0
4.0,1281.0,688071.0
1.0,989.0,688156.0
32.0,1282.0,688547.0
32.0,1283.0,688994.0
32.0,1264.0,690285.0
4.0,1284.0,690750.0
15.0,1242.0,690822.0
32.0,1285.0,692035.0
32.0,1286.0,692341.0
2.0,1055.0,693204.0
2.0,1095.0,693432.0
2.0,1086.0,693669.0
2.0,1058.0,693926.0
32.0,1055.0,695307.0
2.0,1287.0,696785.0
1.0,989.0,700243.0
32.0,1288.0,707578.0
32.0,1289.0,707801.0
32.0,1147.0,709883.0
32.0,1169.0,710363.0
2.0,1290.0,714161.0
3.0,1167.0,715582.0
17.0,1189.0,716014.0
32.0,1291.0,717249.0
3.0,1056.0,717898.0
14.0,1032.0,718560.0
32.0,1175.0,718787.0
14.0,1032.0,719357.0
7.0,1058.0,726901.0
29.0,1014.0,727415.0
27.0,1155.0,729117.0
7.0,1049.0,729475.0
27.0,1250.0,730056.0
9.0,1132.0,732535.0
27.0,1025.0,732964.0
27.0,1292.0,733447.0
27.0,1049.0,734542.0
11.0,1097.0,739847.0
9.0,1258.0,743251.0
35.0,1293.0,743766.0
29.0,1294.0,744021.0
35.0,1264.0,744237.0
9.0,1295.0,744511.0
35.0,1109.0,744518.0
9.0,1069.0,745175.0
3.0,1296.0,745344.0
35.0,1297.0,745399.0
29.0,1213.0,745423.0
9.0,1298.0,745510.0
3.0,988.0,745594.0
8.0,1164.0,746542.0
36.0,1299.0,746608.0
8.0,1038.0,747194.0
16.0,1201.0,747826.0
8.0,1223.0,748693.0
28.0,1141.0,749781.0
8.0,1178.0,749817.0
16.0,1235.0,749929.0
35.0,1113.0,749997.0
3.0,1296.0,750084.0
35.0,1220.0,751378.0
14.0,1055.0,751900.0
36.0,1261.0,751933.0
37.0,1004.0,751970.0
0.0,1230.0,752072.0
14.0,1095.0,752110.0
0.0,1055.0,752296.0
0.0,1269.0,752818.0
20.0,1078.0,752928.0
0.0,1270.0,753089.0
0.0,980.0,753427.0
0.0,1056.0,753688.0
20.0,1300.0,753837.0
12.0,1065.0,754047.0
12.0,1301.0,754405.0
20.0,1210.0,754539.0
38.0,1175.0,755372.0
17.0,1037.0,755408.0
16.0,1302.0,755986.0
38.0,1033.0,756471.0
35.0,1293.0,757156.0
17.0,1059.0,757571.0
3.0,1229.0,757660.0
3.0,1071.0,757956.0
37.0,1139.0,759091.0
35.0,1271.0,759669.0
36.0,1167.0,760185.0
36.0,1259.0,760415.0
20.0,1066.0,760430.0
36.0,1243.0,760625.0
36.0,1261.0,760865.0
36.0,1152.0,761065.0
36.0,1262.0,761265.0
36.0,1263.0,761625.0
36.0,1303.0,761985.0
36.0,1299.0,762436.0
38.0,1304.0,762606.0
36.0,1305.0,762716.0
1.0,1223.0,762834.0
38.0,1134.0,762938.0
20.0,1066.0,763189.0
7.0,1190.0,763960.0
4.0,1022.0,765491.0
20.0,1196.0,766264.0
23.0,1294.0,766294.0
38.0,1236.0,769716.0
39.0,1192.0,771835.0
17.0,1037.0,772222.0
1.0,1223.0,773427.0
2.0,983.0,774119.0
8.0,1038.0,775560.0
40.0,1154.0,777698.0
28.0,1120.0,777837.0
17.0,1037.0,778303.0
6.0,1258.0,780535.0
27.0,1032.0,780700.0
35.0,1211.0,781824.0
2.0,1156.0,785642.0
17.0,1037.0,785712.0
14.0,1095.0,787611.0
32.0,1306.0,789861.0
28.0,1130.0,790324.0
1.0,1307.0,790692.0
32.0,1095.0,791031.0
1.0,1105.0,791404.0
32.0,1057.0,791844.0
32.0,1094.0,793230.0
32.0,1308.0,794603.0
32.0,1309.0,795301.0
32.0,1310.0,797390.0
1.0,1105.0,798043.0
5.0,1311.0,798202.0
3.0,1312.0,799607.0
17.0,1138.0,799711.0
32.0,1313.0,799748.0
3.0,1314.0,800086.0
32.0,1315.0,802067.0
3.0,1168.0,802275.0
5.0,1099.0,802345.0
5.0,1316.0,802919.0
32.0,1317.0,803147.0
17.0,1037.0,806130.0
17.0,1138.0,809724.0
29.0,1258.0,809748.0
17.0,1037.0,816142.0
36.0,1073.0,816788.0
27.0,1049.0,817213.0
38.0,1116.0,818504.0
27.0,1292.0,818556.0
7.0,1076.0,819258.0
17.0,1138.0,819753.0
36.0,1219.0,819839.0
36.0,1221.0,821479.0
38.0,1010.0,821677.0
36.0,1222.0,821919.0
14.0,1230.0,821972.0
26.0,1127.0,822149.0
26.0,1118.0,822469.0
35.0,1293.0,823198.0
36.0,1219.0,823269.0
36.0,1220.0,824319.0
35.0,1221.0,825810.0
9.0,1318.0,826922.0
9.0,1319.0,827106.0
14.0,1230.0,828542.0
9.0,1315.0,828551.0
14.0,1032.0,830145.0
9.0,1020.0,830656.0
38.0,1253.0,832246.0
4.0,1280.0,832923.0
3.0,997.0,834638.0
3.0,1174.0,834928.0
4.0,1000.0,837095.0
9.0,1320.0,838142.0
9.0,1000.0,838862.0
8.0,1097.0,839604.0
17.0,1037.0,840631.0
17.0,1189.0,841780.0
3.0,1145.0,842524.0
3.0,999.0,842836.0
17.0,1138.0,843205.0
3.0,1321.0,843286.0
3.0,1322.0,843533.0
3.0,1323.0,844248.0
3.0,994.0,845318.0
23.0,1105.0,845334.0
11.0,1132.0,845919.0
8.0,1026.0,846357.0
16.0,1196.0,848210.0
23.0,1170.0,848245.0
20.0,1049.0,848331.0
7.0,1231.0,848680.0
30.0,1191.0,848759.0
30.0,1191.0,848919.0
38.0,1253.0,849098.0
30.0,1278.0,849140.0
