src,dst,time
316,316,1015616261
316,316,1015616890
148,316,1015617267
148,316,1015617326
111,316,1015617449
111,316,1015617475
1261,316,1015617760
316,316,1015618025
55,316,1015619156
316,316,1015619768
93,111,1015631632
111,111,1015641678
83,111,1015643619
51,111,1015687979
111,111,1015748713
111,111,1015748836
58,59,1015768453
44,316,1015789533
44,316,1015790866
44,316,1015790944
44,316,1015791455
569,111,1015831782
111,111,1015833502
316,316,1015871136
317,111,1015897284
104,106,1015905480
106,106,1015923652
104,106,1015942943
106,106,1015943495
316,492,1016034857
486,486,1016052445
570,111,1016071048
570,316,1016234278
109,487,1016303668
111,111,1016575293
1147,488,1016583850
552,487,1016584211
111,111,1016695266
97,106,1016843104
106,106,1016875773
106,106,1016891952
106,106,1016898590
503,106,1016899947
58,106,1016903626
58,106,1016903703
97,106,1017079737
316,316,1017241784
109,103,1017287932
110,103,1017288986
103,103,1017303466
316,486,1017334685
486,486,1017335188
111,111,1017475344
103,103,1017606517
110,103,1017610795
103,103,1017611699
110,103,1017612787
52,98,1017616641
50,51,1017618211
50,97,1017619742
50,103,1017619786
50,103,1017620414
50,98,1017647269
50,98,1017647366
50,98,1017647443
111,111,1017701496
36,97,1017770727
97,97,1017772588
97,97,1017787767
36,97,1017788294
97,97,1017790817
570,111,1017801982
52,111,1017802216
111,111,1017819035
111,111,1017819083
106,106,1017922757
316,111,1018058640
316,111,1018059512
111,111,1018066208
60,111,1018083520
60,111,1018083586
60,111,1018083687
571,111,1018088353
111,111,1018094728
111,111,1018094915
60,111,1018151744
572,111,1018154389
111,111,1018154921
572,111,1018156098
111,111,1018159565
52,51,1018162051
111,111,1018162131
111,111,1018163725
111,111,1018163764
111,111,1018199305
318,97,1018236026
35,111,1018373694
111,111,1018385945
319,97,1018493332
113,1231,1018508701
316,111,1018530107
571,111,1018565919
316,106,1018642772
106,106,1018643219
55,316,1018893787
55,111,1018933636
111,111,1018938310
60,111,1019181350
111,111,1019194146
111,111,1019194791
60,111,1019196272
111,111,1019199674
52,316,1019288799
52,103,1019288961
111,111,1019372645
44,111,1019413214
111,111,1019415152
52,97,1019420046
52,83,1019420451
97,97,1019420605
97,97,1019420833
44,111,1019424904
111,111,1019447266
111,111,1019452376
83,83,1019483068
113,111,1019719658
58,316,1019783582
111,111,1019794808
111,111,1019799965
113,111,1019803508
111,111,1019807433
109,111,1019948468
109,111,1019948680
111,111,1019956289
109,111,1020002295
109,111,1020004568
60,59,1020036969
60,59,1020036991
60,488,1020054919
60,488,1020054993
111,111,1020128344
107,111,1020397102
111,111,1020404544
93,111,1020474322
111,111,1020477071
97,111,1020484764
111,111,1020485211
111,111,1020485587
316,316,1020881928
322,316,1020897547
111,111,1020909311
83,83,1021165513
13,111,1021421821
55,111,1021773983
111,111,1021788811
55,111,1021920862
58,111,1022027487
492,492,1022065547
321,488,1022065860
573,111,1022108512
573,111,1022108596
111,111,1022136429
55,111,1022166276
492,492,1022169320
111,111,1022173292
50,111,1022310889
50,111,1022350110
13,28,1022460237
52,111,1022489133
126,111,1022612067
574,111,1022626072
50,97,1022693409
107,486,1022719939
488,488,1022863513
575,111,1022873125
320,97,1022909409
52,97,1022959439
111,111,1023003524
494,111,1023069339
494,111,1023224869
576,111,1023250011
44,111,1023308590
44,111,1023313235
316,111,1023380686
108,111,1023388371
97,106,1023417672
494,111,1023517480
493,492,1023523128
492,492,1023524314
494,492,1023532416
492,492,1023533012
106,106,1023610355
97,106,1023642956
577,111,1023648861
108,111,1023723762
111,106,1023737684
106,106,1023741199
321,97,1023780323
97,97,1023855782
332,111,1023862261
332,111,1023862358
332,111,1023863603
111,111,1023863778
316,97,1023900703
110,111,1023939011
13,14,1023986684
111,111,1024033780
111,111,1024034778
111,111,1024035556
111,111,1024035680
111,111,1024035806
494,316,1024098281
110,111,1024265584
110,111,1024266521
111,111,1024267539
111,103,1024268020
111,97,1024268131
50,111,1024270374
113,111,1024300407
578,111,1024331726
111,316,1024348507
393,111,1024383423
111,111,1024384450
579,111,1024458502
579,111,1024458563
579,111,1024458595
579,111,1024458619
579,111,1024458744
579,111,1024458813
332,111,1024468614
332,111,1024468849
113,111,1024471574
113,111,1024557401
111,111,1024558933
318,492,1024586963
492,492,1024596242
113,111,1024645259
316,492,1024673581
492,492,1024674231
316,492,1024674419
492,492,1024685640
111,492,1024692429
322,97,1024799076
111,111,1024883374
113,111,1024900898
321,488,1024913853
111,111,1025070287
316,111,1025112881
111,111,1025147288
113,111,1025165105
111,111,1025167694
52,111,1025408152
111,111,1025409483
111,111,1025410883
52,111,1025412119
52,111,1025412407
111,111,1025412682
52,111,1025414473
111,111,1025427864
13,22,1025516754
579,111,1025580105
579,111,1025580184
579,111,1025580273
50,111,1025676384
111,111,1025677210
50,111,1025677943
111,111,1025678585
58,111,1026061888
148,111,1026160625
111,111,1026179076
111,111,1026290648
580,111,1026370573
111,111,1026378552
488,488,1026424458
580,111,1026429929
580,488,1026440420
580,488,1026440662
580,488,1026440739
162,111,1026610238
58,111,1026631544
581,111,1026684566
58,111,1026694676
58,111,1026721077
58,111,1026721172
55,111,1027026234
582,111,1027147611
583,111,1027157112
111,111,1027159761
110,111,1027290387
111,111,1027290559
148,111,1027310761
110,111,1027365127
162,111,1027389401
110,111,1027389714
111,111,1027410702
113,111,1027410998
111,111,1027412468
113,111,1027424584
322,316,1027428372
162,111,1027433771
55,111,1027441144
316,111,1027441551
36,316,1027442417
111,111,1027443172
113,111,1027443264
316,111,1027444050
55,111,1027444389
111,111,1027445169
111,316,1027448015
316,316,1027449571
492,492,1027452395
113,111,1027496554
111,111,1027496949
113,111,1027497274
111,111,1027497402
113,111,1027520092
162,316,1027529718
316,316,1027529855
162,111,1027565077
111,111,1027567019
162,111,1027570407
115,111,1027611128
316,111,1027626196
162,111,1027626674
50,111,1027626967
162,111,1027627419
111,111,1027646090
113,111,1027691887
50,111,1027699248
110,111,1027725791
162,111,1027787853
111,111,1027818921
111,111,1027819654
50,111,1027822386
50,111,1027823503
111,111,1027824033
111,111,1027824084
50,111,1027824574
162,111,1027826973
60,111,1027833433
50,97,1027872681
110,111,1027892571
111,111,1027893124
110,111,1027894128
36,111,1027894157
111,111,1027894981
110,111,1027896598
36,111,1027897157
323,111,1027900717
162,111,1027903381
110,111,1027903749
36,111,1027904128
111,111,1027904653
111,111,1027904697
110,111,1027904927
50,111,1027905005
111,111,1027905801
36,111,1027906037
111,111,1027906586
60,111,1027909527
111,111,1027912446
584,111,1027921262
318,316,1027965682
316,111,1027966958
111,111,1027967126
111,316,1027969595
111,316,1027969646
316,316,1027970506
581,111,1027971730
110,111,1027973721
316,492,1027977246
492,492,1027977366
316,492,1027978097
492,492,1027978710
113,111,1027979748
581,111,1027980768
50,111,1027980971
581,111,1028022644
110,111,1028023342
316,97,1028035275
148,111,1028046750
111,111,1028046812
321,97,1028050904
1262,316,1028054304
321,97,1028054364
316,316,1028054604
1262,316,1028055001
316,492,1028059498
36,111,1028072259
111,111,1028089407
111,111,1028089442
111,316,1028091946
148,111,1028092798
316,111,1028122315
316,492,1028143562
316,316,1028149614
148,316,1028153681
111,316,1028174859
585,111,1028175198
50,111,1028183775
113,111,1028183876
50,111,1028185407
111,111,1028186730
50,111,1028186804
111,111,1028188074
50,111,1028204100
113,316,1028207203
316,316,1028207260
162,111,1028222099
111,111,1028223356
111,111,1028223514
50,111,1028227080
111,111,1028231024
50,111,1028292448
586,111,1028297894
50,111,1028334224
111,111,1028600369
111,111,1028601506
50,111,1028602691
3,111,1028602824
111,111,1028602985
50,111,1028603071
50,111,1028603114
316,492,1028670212
492,492,1028670869
316,492,1028671281
36,111,1028693999
36,111,1028694894
111,111,1028695340
36,111,1028697359
111,111,1028698263
111,111,1028698293
36,111,1028699528
321,97,1028709579
587,111,1028720552
588,111,1028721591
111,111,1028737346
111,111,1028739759
587,316,1028746652
332,316,1028748851
44,488,1028749660
111,111,1028779196
589,111,1028815085
316,492,1028834315
492,492,1028835896
492,492,1028836065
113,111,1028875665
111,111,1028951610
590,111,1028966007
126,111,1028966924
590,111,1028979329
111,111,1028982284
590,111,1028982784
126,111,1028982936
111,111,1028983519
126,111,1029011725
111,111,1029029603
93,97,1029083548
162,111,1029084539
111,97,1029097536
97,97,1029098372
97,97,1029099258
143,97,1029099492
126,97,1029107049
115,97,1029108237
115,97,1029108306
115,97,1029108463
323,97,1029108954
162,97,1029120348
93,97,1029120878
321,97,1029145321
321,111,1029204641
111,111,1029212610
321,111,1029220272
58,111,1029226222
492,492,1029274495
492,492,1029275403
338,111,1029349357
111,111,1029353705
111,111,1029353851
148,316,1029354672
55,316,1029358903
321,111,1029394028
321,316,1029401627
111,111,1029436483
113,111,1029480740
111,111,1029482093
113,111,1029482258
111,111,1029482951
113,111,1029483145
111,111,1029483377
113,111,1029483573
111,111,1029483711
321,111,1029488720
489,111,1029490896
113,111,1029496970
316,316,1029506895
316,316,1029507778
111,111,1029548398
50,111,1029656445
111,111,1029656971
50,111,1029657581
113,111,1029658379
111,111,1029659747
591,111,1029660861
591,111,1029662355
111,111,1029662538
591,111,1029662923
111,111,1029664862
587,111,1029681537
587,111,1029681620
58,111,1029695987
587,111,1029728829
591,111,1029766202
111,111,1029775863
107,97,1029810784
107,97,1029810852
97,97,1029811607
324,97,1029812917
592,111,1029823438
111,111,1029825957
489,488,1029834188
489,488,1029835619
488,488,1029861656
489,488,1029863582
44,111,1029864654
488,488,1029864766
111,111,1029865163
489,488,1029865235
111,316,1029870881
36,316,1029871458
316,316,1029871695
316,316,1029872597
316,492,1029873483
1263,316,1029878397
321,316,1029880493
111,316,1029881496
110,111,1029905495
110,111,1029906132
110,111,1029906997
111,111,1029907520
111,97,1029913011
113,111,1029913904
38,316,1029916852
316,316,1029934260
316,316,1029935291
316,316,1029935490
316,316,1029938340
316,316,1029938405
1263,316,1029943759
316,492,1030036712
1263,316,1030136632
1263,316,1030136742
316,316,1030137052
1263,316,1030137751
36,111,1030166007
111,111,1030252486
111,111,1030252617
111,111,1030252731
111,103,1030350749
111,103,1030350777
50,103,1030352124
103,103,1030353655
321,111,1030469237
497,111,1030476239
497,111,1030476543
1263,316,1030516669
36,111,1030571234
111,111,1030578232
107,111,1030600536
111,111,1030601599
107,111,1030603497
316,97,1030656783
316,97,1030656816
111,486,1030660525
486,486,1030661038
489,486,1030676163
113,111,1030707886
486,486,1030724260
489,486,1030725028
593,111,1030787651
111,111,1030787822
593,111,1030788796
497,316,1030805414
2,1,1030807083
593,111,1030836520
111,111,1030837138
110,111,1030838701
111,111,1030839177
50,111,1030852852
111,111,1030853036
111,111,1030853094
50,111,1030853395
50,111,1030853494
50,111,1030855174
111,111,1030936957
50,111,1030937469
111,111,1030938138
50,111,1030938551
111,111,1030938844
50,111,1030944911
111,111,1030945859
50,111,1030946087
50,111,1030946181
111,111,1030946692
50,111,1030946873
111,111,1030947317
50,111,1030948594
50,111,1030974772
50,111,1030978565
46,47,1031013928
316,316,1031079225
46,316,1031080832
2,97,1031243651
497,316,1031247040
497,316,1031247593
497,316,1031247968
316,316,1031248568
393,111,1031253000
111,111,1031253660
111,111,1031253793
3,111,1031265541
322,111,1031266399
36,111,1031266591
36,111,1031267500
36,111,1031267569
36,316,1031271437
111,111,1031316847
111,111,1031316987
11,111,1031320004
111,111,1031320193
594,111,1031362051
1264,316,1031373951
110,111,1031396967
111,111,1031397133
393,111,1031420594
50,111,1031431859
110,111,1031467277
111,111,1031488384
111,111,1031488463
111,111,1031489076
110,111,1031490647
111,111,1031491477
110,111,1031492092
111,111,1031492239
111,111,1031502075
111,111,1031502403
44,316,1031626205
316,97,1031702398
97,97,1031707133
111,111,1031746174
595,111,1031747731
111,111,1031748154
111,111,1031748838
111,492,1031836712
11,492,1031838220
111,492,1031838643
110,111,1031839968
111,111,1031840112
316,488,1031879389
126,111,1031965106
111,111,1031965463
126,111,1031965719
111,111,1031965962
596,111,1031966765
111,111,1031968045
596,111,1031969202
111,111,1031969582
148,97,1032081806
97,97,1032143949
336,111,1032310872
119,111,1032319497
36,111,1032319730
111,111,1032320412
111,111,1032320667
119,488,1032324112
514,111,1032332051
111,111,1032332527
111,111,1032332629
514,111,1032333572
488,488,1032381558
119,488,1032385767
97,106,1032392939
111,111,1032419141
111,111,1032439229
13,47,1032475755
597,111,1032598877
598,111,1032599030
111,111,1032599420
599,111,1032642382
111,111,1032660800
171,111,1032668935
111,111,1032669322
340,111,1032673620
340,111,1032673669
111,111,1032673887
110,111,1032674613
111,111,1032674794
50,111,1032682658
111,111,1032689291
50,111,1032689532
111,111,1032693729
111,111,1032693751
111,111,1032693825
111,111,1032695030
51,111,1032701098
111,111,1032702631
111,111,1032702936
600,111,1032706859
111,111,1032707709
601,111,1032715625
111,111,1032715836
111,111,1032716350
50,97,1032730452
13,18,1032736453
583,111,1032741411
111,111,1032748431
50,111,1032753661
50,97,1032754069
111,111,1032754259
393,111,1032756268
97,97,1032756679
111,111,1032757079
111,111,1032757158
51,111,1032761197
393,111,1032761582
111,111,1032761837
51,111,1032788094
51,111,1032788138
113,111,1032788512
111,111,1032789018
111,111,1032789116
111,111,1032789407
110,111,1032790217
113,111,1032790500
111,111,1032791284
110,111,1032794162
111,111,1032794589
111,111,1032795075
110,111,1032795604
602,111,1032797026
50,97,1032808358
97,97,1032814007
2,111,1032814591
603,111,1032819790
2,111,1032822212
13,316,1032827812
316,316,1032828825
13,316,1032830003
316,316,1032830093
13,316,1032830698
97,316,1032832414
316,316,1032832628
111,111,1032834593
602,111,1032834921
110,316,1032834979
316,316,1032835475
318,316,1032835933
316,316,1032836328
316,316,1032837778
51,316,1032839388
316,316,1032841187
51,111,1032841855
111,111,1032944555
604,111,1032950442
111,111,1032950903
50,111,1032951038
111,111,1032951262
50,111,1032951593
492,492,1032971208
171,111,1033027853
111,111,1033029306
171,111,1033029884
111,111,1033031861
171,111,1033031972
111,111,1033032718
13,29,1033071084
41,97,1033143365
488,316,1033174203
1148,488,1033175858
1148,488,1033175879
488,488,1033177094
1148,488,1033177648
488,488,1033177848
316,492,1033182344
488,488,1033183701
488,488,1033184576
316,488,1033185988
492,492,1033186676
107,111,1033188115
107,111,1033188150
107,111,1033188548
107,111,1033189107
111,111,1033224309
111,111,1033224705
111,97,1033277633
50,111,1033283981
111,111,1033284155
50,111,1033284324
50,111,1033285566
111,103,1033300457
111,97,1033300570
489,111,1033310272
111,111,1033310825
126,111,1033314841
111,111,1033315598
111,111,1033315666
2,111,1033323764
50,111,1033332616
50,111,1033332636
111,111,1033349747
575,111,1033424210
575,111,1033424247
605,111,1033425163
575,111,1033434744
111,97,1033466392
50,97,1033466541
97,97,1033468251
111,103,1033479184
111,111,1033485229
103,103,1033486123
111,111,1033486147
113,111,1033486241
111,111,1033486579
111,103,1033486761
2,111,1033488807
13,485,1033514251
171,316,1033531900
110,316,1033534399
107,111,1033540699
111,111,1033540995
393,111,1033561853
111,111,1033562341
50,111,1033583016
13,97,1033597634
316,316,1033601289
605,316,1033602384
316,316,1033604363
605,316,1033607577
318,316,1033613754
114,316,1033615076
114,316,1033617203
316,316,1033617374
316,316,1033682063
316,316,1033682746
316,316,1033685114
316,316,1033694126
340,111,1033707579
340,111,1033707743
111,111,1033708568
340,111,1033708717
111,111,1033708923
316,488,1033783451
488,488,1033783549
336,488,1033787593
316,488,1033787762
606,111,1033787987
606,111,1033789460
111,111,1033793270
606,111,1033793572
606,111,1033793625
606,111,1033794635
114,111,1033849300
114,111,1033849340
111,111,1033849693
111,111,1033862774
111,111,1033862789
111,111,1033862832
111,111,1033907329
50,111,1033907687
110,111,1033907815
111,111,1033908170
50,111,1033908367
111,111,1033909727
50,111,1033910111
111,111,1033910250
111,111,1033991013
325,97,1033995248
97,97,1034032758
316,492,1034034060
492,492,1034049355
1265,316,1034053091
36,111,1034053512
111,111,1034053751
38,111,1034063631
111,111,1034064633
607,111,1034072337
607,111,1034072414
111,111,1034073811
316,492,1034110824
316,316,1034111072
162,316,1034115299
162,316,1034115477
111,316,1034131668
111,111,1034132345
316,316,1034134348
340,111,1034134761
316,111,1034136336
111,111,1034136523
340,111,1034136633
316,111,1034139437
111,111,1034139632
326,97,1034155928
326,97,1034156050
97,97,1034156884
734,316,1034207225
316,316,1034211801
112,103,1034239503
112,103,1034239640
111,111,1034240242
110,111,1034240541
111,111,1034240715
110,111,1034241034
111,111,1034241287
103,103,1034262785
113,103,1034276211
44,316,1034293452
103,103,1034294491
112,103,1034300161
112,103,1034300250
112,103,1034319168
50,111,1034327187
111,111,1034327891
50,111,1034328740
50,111,1034328791
111,111,1034329342
111,111,1034341879
489,111,1034344292
111,111,1034345116
489,111,1034345831
316,316,1034386207
97,97,1034393563
93,111,1034512044
111,111,1034512437
93,111,1034552097
111,111,1034560744
50,111,1034592049
50,111,1034592077
111,111,1034592379
50,111,1034592744
608,111,1034619606
316,316,1034634679
111,111,1034645839
111,111,1034653485
316,316,1034727611
113,316,1034804856
171,316,1034817953
316,316,1034819138
316,316,1034819190
316,316,1034819265
171,316,1034986679
171,488,1034996012
171,111,1034998177
111,111,1035001466
114,111,1035004144
111,111,1035004425
114,111,1035004940
114,111,1035005150
114,111,1035005160
58,111,1035006902
114,111,1035010320
111,111,1035010558
1148,488,1035041606
171,111,1035091344
111,111,1035091469
601,111,1035174212
111,111,1035175324
111,111,1035175498
601,111,1035178832
601,111,1035178909
111,111,1035179743
338,111,1035195309
111,111,1035197272
488,488,1035244242
111,316,1035247351
316,316,1035247604
111,316,1035248475
171,111,1035269455
1148,488,1035291164
601,111,1035293437
111,111,1035294013
488,488,1035345839
107,316,1035348991
1266,316,1035351853
114,316,1035352807
316,316,1035353983
111,111,1035379592
111,111,1035379666
44,316,1035429969
316,316,1035585834
336,316,1035596527
316,316,1035600203
1267,316,1035668792
336,316,1035684505
327,97,1035702654
97,97,1035704299
58,111,1035768134
111,111,1035775532
609,111,1035779176
51,111,1035805350
111,111,1035805853
51,111,1035806205
111,111,1035806928
318,316,1035941984
316,316,1035942458
318,316,1035942678
610,111,1035945115
114,316,1035958522
316,316,1035959207
316,492,1036014593
316,492,1036014772
492,492,1036027901
97,106,1036057768
111,111,1036072849
106,106,1036085173
321,97,1036107921
97,97,1036109476
316,316,1036119144
44,316,1036132045
44,316,1036133026
316,316,1036134077
44,316,1036136432
1268,316,1036190637
316,316,1036190875
44,316,1036209250
44,316,1036209539
316,316,1036212295
447,316,1036219907
44,316,1036220130
1148,488,1036233678
611,111,1036257626
612,111,1036284138
111,111,1036292303
1148,488,1036296001
321,97,1036329131
321,97,1036329682
610,111,1036346049
111,111,1036346286
114,111,1036371780
111,111,1036379341
111,111,1036379422
114,111,1036379458
111,111,1036379772
114,111,1036379984
323,111,1036382980
492,316,1036385304
1148,488,1036385636
50,316,1036386030
111,111,1036387084
447,316,1036392094
50,316,1036392429
612,111,1036394346
111,111,1036397633
111,111,1036398744
111,111,1036399432
612,111,1036406890
613,111,1036424441
111,111,1036424638
613,111,1036424733
613,111,1036424786
316,316,1036449766
316,316,1036449942
316,492,1036450640
492,492,1036452513
97,97,1036454622
488,488,1036458039
114,97,1036459757
114,316,1036460028
1148,488,1036469021
3,111,1036479191
316,316,1036649654
393,316,1036650796
393,316,1036650876
111,111,1036651608
3,316,1036655819
114,316,1036656280
316,316,1036710906
614,111,1036723957
110,111,1036725539
111,111,1036725638
614,111,1036727901
114,316,1036739471
316,316,1036739858
2,111,1036783067
51,316,1036820132
316,316,1036820894
113,111,1036870397
114,97,1036900243
111,111,1036901444
111,111,1036901489
113,111,1036901687
111,111,1036902780
114,103,1036961315
30,29,1036982215
44,111,1036984802
114,111,1036984888
103,103,1036985077
114,103,1036985299
113,111,1036986340
103,103,1036988982
114,103,1036989221
111,111,1036989397
114,111,1036992043
111,111,1036992163
114,111,1036992227
111,111,1036992456
111,111,1036992471
114,111,1036992694
111,111,1036993658
612,111,1037005688
111,111,1037006655
3,111,1037014810
3,111,1037014945
111,111,1037015142
611,111,1037040252
111,111,1037040910
103,103,1037049882
114,111,1037110512
111,111,1037110699
114,111,1037110807
111,111,1037111030
52,111,1037112737
111,111,1037112970
114,111,1037113208
111,111,1037113404
114,111,1037113548
111,111,1037113675
114,111,1037113995
111,111,1037114282
114,111,1037114329
52,111,1037114566
114,111,1037115005
111,111,1037115259
114,111,1037115626
111,111,1037115732
114,111,1037116318
610,111,1037150566
111,111,1037161176
336,316,1037177396
114,111,1037196836
111,111,1037197679
336,111,1037200935
111,111,1037202252
114,111,1037204681
111,111,1037205740
114,111,1037207192
111,111,1037207795
111,111,1037207833
114,111,1037208345
111,111,1037208523
114,111,1037208568
111,111,1037208628
1148,488,1037210972
488,488,1037223122
1148,488,1037226652
316,316,1037234397
54,316,1037235470
447,316,1037236077
1265,316,1037236489
316,316,1037244782
393,316,1037246221
316,316,1037320062
328,97,1037339608
1268,316,1037340133
1268,316,1037340175
316,316,1037343504
114,316,1037343550
316,316,1037344746
114,316,1037344920
316,316,1037345198
612,111,1037397669
3,316,1037428841
612,111,1037429077
111,111,1037430367
13,316,1037431697
612,111,1037433838
393,316,1037555178
609,111,1037588158
606,111,1037590618
327,97,1037606353
327,111,1037606480
111,111,1037610602
114,111,1037630742
111,111,1037630868
114,111,1037631128
114,111,1037631182
111,111,1037631342
114,111,1037631456
121,111,1037633954
111,111,1037634143
114,111,1037634357
111,111,1037634491
114,111,1037635757
111,111,1037635808
114,111,1037636289
111,111,1037636738
114,111,1037636858
111,111,1037637118
114,111,1037637188
114,111,1037637209
111,111,1037637282
114,111,1037637361
114,111,1037638419
111,111,1037638519
111,111,1037638535
114,111,1037638581
111,111,1037638674
114,111,1037638978
111,111,1037639068
114,111,1037639983
111,111,1037640086
114,111,1037640123
111,111,1037640354
114,111,1037640487
111,111,1037640828
111,111,1037640905
51,111,1037641925
111,111,1037642274
2,111,1037650153
114,111,1037650448
316,316,1037662936
126,111,1037667841
111,111,1037670934
50,111,1037671139
610,111,1037676496
316,111,1037681509
111,111,1037687115
316,316,1037688194
111,316,1037688392
1268,316,1037688467
1268,316,1037688495
393,316,1037716113
316,316,1037744748
1268,316,1037747544
1268,316,1037747575
316,316,1037747891
97,97,1037750062
488,488,1037756991
488,488,1037762285
1148,488,1037763646
488,488,1037763959
111,316,1037766502
44,316,1037772329
488,488,1037772693
1148,488,1037774390
126,316,1037776863
114,316,1037777282
316,316,1037832014
162,316,1037844279
316,316,1037855512
316,316,1037855743
316,316,1037855789
114,316,1037865537
111,111,1037884127
316,316,1037925279
1149,316,1037927374
50,316,1037929225
1149,316,1037929350
316,316,1037930823
669,316,1038009909
50,316,1038033088
316,316,1038033291
3,316,1038038101
50,316,1038038556
447,316,1038045597
615,111,1038059720
111,111,1038060303
669,316,1038075881
329,97,1038122084
1269,316,1038178399
171,111,1038191167
514,316,1038251287
1149,316,1038251437
54,316,1038251570
1270,316,1038278036
316,316,1038289094
120,316,1038293136
316,97,1038303299
120,111,1038304382
111,111,1038304555
111,111,1038304604
120,111,1038304695
111,111,1038304974
120,111,1038305274
111,111,1038305730
111,111,1038306018
111,111,1038306078
504,106,1038343713
106,106,1038346010
120,316,1038425052
54,316,1038425159
316,316,1038425389
54,316,1038425557
120,316,1038426006
316,316,1038426295
120,316,1038426747
120,316,1038426803
1149,316,1038427016
316,316,1038427151
120,316,1038427251
316,316,1038427699
120,316,1038427993
321,97,1038530080
616,111,1038547357
616,111,1038547487
111,111,1038548861
111,111,1038549190
116,111,1038655955
58,111,1038681901
111,111,1038682272
13,316,1038735543
13,111,1038775139
111,111,1038775413
327,106,1038807801
330,97,1038819751
97,97,1038821665
50,111,1038841399
111,111,1038842194
50,111,1038842312
489,488,1038849300
488,488,1038871459
316,316,1038872045
115,103,1038893197
1271,316,1038904163
330,97,1038907909
1272,316,1038969622
54,316,1038969829
54,316,1038970521
316,316,1038970880
120,111,1038985909
111,111,1038986373
316,111,1038986614
316,111,1038986933
110,111,1038987073
336,316,1038991654
111,111,1039017384
316,97,1039043965
1269,316,1039071725
316,316,1039071855
1148,488,1039072838
120,111,1039078876
111,111,1039079211
120,111,1039079984
111,111,1039080577
111,111,1039080679
120,111,1039080905
329,316,1039089581
111,111,1039104017
512,111,1039133969
512,316,1039134289
316,111,1039134346
488,488,1039154538
111,316,1039160509
316,111,1039160655
120,316,1039167099
316,316,1039167275
120,316,1039167341
50,316,1039168377
111,111,1039182206
58,111,1039193536
111,111,1039193750
120,111,1039206266
1273,316,1039219290
1273,316,1039219303
316,316,1039219747
1273,316,1039220949
316,316,1039222124
316,316,1039227031
111,111,1039229552
111,111,1039229590
111,111,1039229908
111,111,1039229910
111,111,1039229952
120,111,1039242543
111,111,1039243025
120,316,1039243038
590,111,1039243157
120,111,1039243225
590,111,1039243453
120,111,1039243584
590,111,1039243707
148,316,1039252315
148,316,1039252836
316,316,1039253163
323,316,1039253662
323,316,1039253761
148,316,1039254412
316,316,1039254681
323,316,1039255927
316,316,1039256080
50,316,1039256241
13,316,1039256489
50,316,1039257303
316,316,1039257546
50,316,1039257873
316,316,1039258059
126,316,1039298447
171,111,1039303535
171,111,1039307396
111,111,1039320923
171,111,1039325962
111,111,1039326337
171,111,1039330890
111,111,1039331773
171,111,1039335731
617,111,1039408427
111,111,1039408631
617,111,1039408762
111,111,1039408903
